firm_id,date,inflow,outflow,balance
F100098,2025-04-30,40982.98,25754.99,194177.04
F100098,2025-05-31,40724.71,24947.39,209090.71
F100098,2025-06-30,30919.15,21521.83,222086.02
F100098,2025-07-31,29486.52,18156.76,233073.09
F100098,2025-08-31,35727.34,19434.87,247386.85
F100099,2024-03-31,31737.9,16978.31,22755.5
F100099,2024-04-30,40230.97,18051.22,44134.54
F100099,2024-05-31,36834.96,17147.16,66006.45
F100099,2024-06-30,35090.91,19925.41,81462.96
F100099,2024-07-31,38737.09,19077.28,101119.28
F100099,2024-08-31,44243.6,17267.08,129994.92
F100099,2024-09-30,37780.43,19745.16,149675.27
F100099,2024-10-31,44817.09,21132.54,174057.78
F100099,2024-11-30,45994.19,20690.27,199409.81
F100099,2024-12-31,36864.6,17859.07,216605.75
F100099,2025-01-31,37675.66,17599.09,233010.16
F100099,2025-02-28,36560.31,18108.19,249616.28
F100099,2025-03-31,41002.4,20112.32,270620.34
F100099,2025-04-30,38901.44,19133.25,285676.6
F100099,2025-05-31,30308.69,14736.19,303646.45
F100099,2025-06-30,33318.65,15513.84,323265.27
F100099,2025-07-31,37388.13,19508.62,340283.75
F100099,2025-08-31,44856.42,22543.67,362965.8
F100100,2024-03-31,31916.65,19903.64,23535.34
F100100,2024-04-30,31753.45,20879.22,34435.06
F100100,2024-05-31,41333.14,24891.31,54733.56
F100100,2024-06-30,39943.32,30162.83,64887.01
F100100,2024-07-31,40347.09,29719.88,75146.07
F100100,2024-08-31,33983.52,26925.59,83795.43
F100100,2024-09-30,32153.58,17492.03,99402.41
F100100,2024-10-31,34411.72,23322.0,107947.33
F100100,2024-11-30,39270.54,22204.79,125786.68
F100100,2024-12-31,31258.27,24867.61,127319.56
F100100,2025-01-31,33465.54,20768.7,139384.85
F100100,2025-02-28,28220.02,15767.65,152905.85
F100100,2025-03-31,25629.28,15326.06,164653.21
F100100,2025-04-30,29649.21,25572.1,169065.77
F100100,2025-05-31,23660.7,15695.7,177827.29
F100100,2025-06-30,40706.82,24232.63,192757.82
F100100,2025-07-31,28238.87,19104.17,201023.92
F100100,2025-08-31,27834.48,21182.5,204431.56
F100101,2024-03-31,45308.19,33627.81,24279.82
F100101,2024-04-30,43522.51,26200.41,40912.98
F100101,2024-05-31,57648.43,35197.85,64239.82
F100101,2024-06-30,45802.82,32555.79,75367.88
F100101,2024-07-31,48138.52,31362.59,91788.65
F100101,2024-08-31,48370.87,37916.73,103399.9
F100101,2024-09-30,50035.47,30006.09,126475.47
F100101,2024-10-31,44821.95,28517.58,140117.65
F100101,2024-11-30,42584.84,26626.72,153532.39
F100101,2024-12-31,34528.48,31782.9,154411.59
F100101,2025-01-31,40579.42,23171.11,170027.45
F100101,2025-02-28,41319.03,27855.04,184593.17
F100101,2025-03-31,41799.26,27209.05,200542.09
F100101,2025-04-30,32203.61,23145.91,210192.18
F100101,2025-05-31,35057.64,27942.23,216291.32
F100101,2025-06-30,39521.83,24069.02,229339.92
F100101,2025-07-31,41480.47,25955.57,244725.82
F100101,2025-08-31,56622.51,38998.17,261171.12
F100102,2024-03-31,46496.02,19916.56,29433.76
F100102,2024-04-30,40872.75,19833.52,49938.82
F100102,2024-05-31,45299.35,21165.61,71193.82
F100102,2024-06-30,41436.37,18971.76,93296.17
F100102,2024-07-31,48768.21,23056.29,120595.56
F100102,2024-08-31,37282.43,17172.47,141216.73
F100102,2024-09-30,46465.35,21254.79,169854.64
F100102,2024-10-31,40566.64,18098.65,192685.1
F100102,2024-11-30,46232.52,18579.59,220291.29
F100102,2024-12-31,26881.72,15453.48,229471.31
F100102,2025-01-31,36112.5,20015.23,246628.07
F100102,2025-02-28,51069.96,22181.05,275726.3
F100102,2025-03-31,41717.51,18259.91,301364.49
F100102,2025-04-30,33718.87,18304.46,316929.3
F100102,2025-05-31,34288.88,18538.38,333193.52
F100102,2025-06-30,34925.02,14505.17,353069.52
F100102,2025-07-31,41250.58,18100.76,378623.69
F100102,2025-08-31,47695.75,23110.41,407457.19
F100103,2024-03-31,32654.87,26317.98,22532.88
F100103,2024-04-30,49515.03,33334.8,42148.72
F100103,2024-05-31,41522.54,26684.92,57342.96
F100103,2024-06-30,49948.28,36290.79,71199.26
F100103,2024-07-31,50191.05,29457.09,93705.52
F100103,2024-08-31,47359.17,40709.43,99646.67
F100103,2024-09-30,50815.12,41703.84,112188.91
F100103,2024-10-31,44122.29,34184.99,120666.15
F100103,2024-11-30,55880.35,42446.19,134871.72
F100103,2024-12-31,44873.01,28838.43,150075.81
F100103,2025-01-31,45125.9,31303.01,162627.11
F100103,2025-02-28,36742.08,31138.97,168481.53
F100103,2025-03-31,40717.92,30665.17,179678.56
F100103,2025-04-30,43010.16,29631.71,192554.5
F100103,2025-05-31,56497.5,41009.59,207468.53
F100103,2025-06-30,57422.05,36297.82,228094.59
F100103,2025-07-31,30780.36,25234.74,232716.45
F100103,2025-08-31,34375.69,28399.92,236129.39
F100104,2024-03-31,41590.39,30658.29,24862.62
F100104,2024-04-30,33568.4,21359.33,34510.87
F100104,2024-05-31,34885.89,25451.06,40174.11
F100104,2024-06-30,36064.67,26180.23,50174.42
F100104,2024-07-31,40729.1,32133.58,59099.59
F100104,2024-08-31,57251.91,37443.85,78468.66
F100104,2024-09-30,51437.92,42797.78,89388.85
F100104,2024-10-31,41509.26,29052.2,105288.4
F100104,2024-11-30,38330.25,24598.16,118948.62
F100104,2024-12-31,38123.5,27038.49,127052.85
F100104,2025-01-31,21836.69,16441.5,130987.29
F100104,2025-02-28,44208.63,34332.92,143666.73
F100104,2025-03-31,27423.04,16092.06,155213.37
F100104,2025-04-30,24607.68,20172.22,159231.03
F100104,2025-05-31,31763.16,20648.68,168065.95
F100104,2025-06-30,38170.45,25368.0,180164.85
F100104,2025-07-31,28697.05,24606.95,188600.36
F100104,2025-08-31,34617.33,29309.87,197931.68
F100105,2024-03-31,54576.88,32522.82,34051.13
F100105,2024-04-30,56268.83,30786.18,59380.48
F100105,2024-05-31,51065.11,32314.97,79072.92
F100105,2024-06-30,52813.9,30675.55,98293.82
F100105,2024-07-31,56312.12,30918.01,122338.72
F100105,2024-08-31,52836.54,31351.67,146475.96
F100105,2024-09-30,63557.82,43560.84,165330.99
F100105,2024-10-31,58222.06,31270.54,190975.12
F100105,2024-11-30,54272.89,30189.62,216690.91
F100105,2024-12-31,50020.59,27408.66,238761.68
F100105,2025-01-31,53382.44,36133.48,254515.16
F100105,2025-02-28,45938.52,30558.64,269901.36
F100105,2025-03-31,50906.16,22533.3,298624.8
F100105,2025-04-30,42093.55,23837.0,318410.47
F100105,2025-05-31,47965.1,30610.72,336010.7
F100105,2025-06-30,46689.74,29128.54,352686.0
F100105,2025-07-31,42253.83,26977.32,363706.4
F100105,2025-08-31,39420.2,30374.52,373558.39
F100106,2024-03-31,41206.84,20993.73,42230.34
F100106,2024-04-30,36791.88,21627.29,55437.78
F100106,2024-05-31,43206.36,21047.72,76168.93
F100106,2024-06-30,35781.02,26602.43,84147.84
F100106,2024-07-31,36546.57,23806.63,96077.16
F100106,2024-08-31,39134.9,27945.24,108791.21
F100106,2024-09-30,34608.59,23474.4,121375.55
F100106,2024-10-31,38046.22,23208.59,137611.59
F100106,2024-11-30,33535.01,23493.62,149987.26
F100106,2024-12-31,33019.25,23603.38,157379.52
F100106,2025-01-31,38924.89,25082.33,167960.41
F100106,2025-02-28,34180.96,21549.4,180533.63
F100106,2025-03-31,29069.88,20767.25,190019.97
F100106,2025-04-30,38975.16,19033.89,209786.8
F100106,2025-05-31,31157.04,21093.43,220510.39
F100106,2025-06-30,27670.49,21889.09,224754.97
F100106,2025-07-31,34112.6,19454.82,239054.98
F100106,2025-08-31,34578.43,22722.34,251522.5
F100107,2024-03-31,19891.24,12347.19,19466.88
F100107,2024-04-30,19320.12,13325.21,26199.89
F100107,2024-05-31,21204.53,13347.14,33735.15
F100107,2024-06-30,21012.34,11236.18,43628.76
F100107,2024-07-31,19192.3,9908.65,51941.14
F100107,2024-08-31,26065.88,14017.38,65232.85
F100107,2024-09-30,22827.83,12018.23,77135.01
F100107,2024-10-31,25589.1,10615.69,93879.17
F100107,2024-11-30,25169.55,10889.59,106371.12
F100107,2024-12-31,23073.85,11809.86,115137.47
F100107,2025-01-31,15708.97,8994.41,121985.15
F100107,2025-02-28,15129.63,8340.28,128555.54
F100107,2025-03-31,12862.97,6327.45,132363.54
F100107,2025-04-30,21084.23,10179.17,143817.52
F100107,2025-05-31,24779.29,13956.55,159162.61
F100107,2025-06-30,22403.74,11666.64,168242.59
F100107,2025-07-31,14573.68,7014.09,177350.95
F100107,2025-08-31,13562.55,7394.72,182345.94
F100108,2024-03-31,29439.05,12726.43,24024.0
F100108,2024-04-30,27604.06,14750.9,38714.8
F100108,2024-05-31,28563.31,13381.41,52715.18
F100108,2024-06-30,39695.23,20498.47,72248.28
F100108,2024-07-31,44920.15,16031.37,101651.15
F100108,2024-08-31,36063.01,17152.8,117285.86
F100108,2024-09-30,28108.3,11307.62,135139.96
F100108,2024-10-31,42023.78,16212.44,162029.1
F100108,2024-11-30,27110.22,13799.6,175689.76
F100108,2024-12-31,20894.51,10845.05,188992.83
F100108,2025-01-31,28819.64,15424.02,200650.27
F100108,2025-02-28,36301.09,16391.32,223145.28
F100108,2025-03-31,32504.9,15728.21,240968.92
F100108,2025-04-30,32212.19,11937.32,261539.74
F100108,2025-05-31,32413.64,12020.94,282036.62
F100108,2025-06-30,32038.7,13915.47,299410.0
F100108,2025-07-31,20940.21,11776.09,306045.22
F100108,2025-08-31,36376.99,15803.49,326042.72
F100109,2024-03-31,36611.94,16934.04,41022.39
F100109,2024-04-30,30497.69,17073.45,54616.25
F100109,2024-05-31,30385.28,16222.88,69190.41
F100109,2024-06-30,27316.92,14927.46,81374.42
F100109,2024-07-31,38166.74,18717.08,99176.03
F100109,2024-08-31,34935.41,19087.26,114401.53
F100109,2024-09-30,22303.41,13386.93,125973.45
F100109,2024-10-31,24944.6,15943.89,134284.92
F100109,2024-11-30,30217.33,16906.29,147499.94
F100109,2024-12-31,22436.25,12105.58,159005.95
F100109,2025-01-31,23596.42,11741.29,170170.08
F100109,2025-02-28,26509.08,11070.61,182358.74
F100109,2025-03-31,18774.32,11067.17,190480.12
F100109,2025-04-30,34288.39,18197.42,206376.17
F100109,2025-05-31,26562.06,10610.23,221637.95
F100109,2025-06-30,35155.19,16617.96,237618.06
F100109,2025-07-31,26526.67,10948.28,254358.15
F100109,2025-08-31,28768.1,15318.8,270931.72
F100110,2024-03-31,19834.02,9488.43,16427.6
F100110,2024-04-30,21847.48,12686.24,26538.42
F100110,2024-05-31,22859.39,13295.06,38710.4
F100110,2024-06-30,22762.52,11789.9,50002.77
F100110,2024-07-31,22658.39,12780.03,60453.61
F100110,2024-08-31,24516.11,10632.45,79414.28
F100110,2024-09-30,24574.11,13541.96,92583.81
F100110,2024-10-31,22554.78,10866.38,105161.0
F100110,2024-11-30,21257.55,11073.12,116084.57
F100110,2024-12-31,24499.26,12399.96,128162.15
F100110,2025-01-31,20103.89,12847.16,131508.94
F100110,2025-02-28,25083.77,10230.13,150573.13
F100110,2025-03-31,23741.65,9878.65,163985.63
F100110,2025-04-30,19117.72,11874.8,168878.67
F100110,2025-05-31,21273.59,8256.5,181702.16
F100110,2025-06-30,15323.66,7572.57,189893.49
F100110,2025-07-31,20071.32,11348.94,197299.49
F100110,2025-08-31,19405.14,8728.44,209841.67
F100111,2024-03-31,60149.72,46054.86,18891.9
F100111,2024-04-30,41579.09,29614.45,30805.75
F100111,2024-05-31,45641.73,30738.93,43413.67
F100111,2024-06-30,41258.27,23282.72,58971.74
F100111,2024-07-31,66395.81,35487.19,90203.32
F100111,2024-08-31,60697.21,37643.12,113450.4
F100111,2024-09-30,69490.61,42103.33,142661.73
F100111,2024-10-31,60017.9,36855.85,167952.52
F100111,2024-11-30,49667.45,27139.22,191243.29
F100111,2024-12-31,52222.53,27913.12,218557.61
F100111,2025-01-31,61002.37,46209.24,232622.21
F100111,2025-02-28,48443.81,26506.9,255037.39
F100111,2025-03-31,29144.77,19734.78,260904.21
F100111,2025-04-30,26416.47,22137.86,262551.02
F100111,2025-05-31,44253.75,28378.49,280356.46
F100111,2025-06-30,52168.99,30295.88,300676.6
F100111,2025-07-31,41270.31,26295.58,315645.72
F100111,2025-08-31,34589.91,24786.06,328169.16
F100112,2024-03-31,30995.98,16071.82,24606.72
F100112,2024-04-30,32921.87,16784.97,43735.56
F100112,2024-05-31,34883.44,16927.58,63521.57
F100112,2024-06-30,37000.5,19892.29,84960.11
F100112,2024-07-31,30926.67,18210.91,97299.24
F100112,2024-08-31,30139.93,19075.81,111305.37
F100112,2024-09-30,36010.65,18994.95,129728.2
F100112,2024-10-31,34354.59,14666.31,149671.38
F100112,2024-11-30,29408.81,15837.89,161544.76
F100112,2024-12-31,31584.02,14371.05,178364.83
F100112,2025-01-31,33708.44,16959.95,197002.14
F100112,2025-02-28,27565.66,13481.59,211802.37
F100112,2025-03-31,26533.67,15816.26,218468.13
F100112,2025-04-30,32491.35,12817.77,237446.38
F100112,2025-05-31,30653.98,14256.75,257210.72
F100112,2025-06-30,28405.26,13213.1,271238.58
F100112,2025-07-31,27870.67,13331.19,283276.54
F100112,2025-08-31,23810.29,12459.39,297744.49
F100113,2024-03-31,19257.62,13048.14,23175.04
F100113,2024-04-30,38564.51,29214.71,31490.01
F100113,2024-05-31,43143.47,29476.69,47192.99
F100113,2024-06-30,37635.66,30516.54,54886.7
F100113,2024-07-31,35898.66,26174.5,64127.1
F100113,2024-08-31,37509.44,23565.28,82143.84
F100113,2024-09-30,36091.8,28642.09,89119.5
F100113,2024-10-31,37563.27,24899.54,101535.94
F100113,2024-11-30,46174.5,28861.68,122520.54
F100113,2024-12-31,34652.26,27961.06,128277.68
F100113,2025-01-31,37215.84,21790.32,141874.23
F100113,2025-02-28,38603.95,23579.75,153088.42
F100113,2025-03-31,23480.9,16611.87,162227.27
F100113,2025-04-30,28591.47,21391.95,167856.52
F100113,2025-05-31,44650.56,32943.04,180443.99
F100113,2025-06-30,43849.38,30202.47,195190.26
F100113,2025-07-31,38285.87,32441.98,202943.53
F100113,2025-08-31,47230.29,33624.64,213326.66
F100114,2024-03-31,35074.18,23415.47,15500.02
F100114,2024-04-30,36413.81,25634.49,25815.87
F100114,2024-05-31,37589.03,20770.39,42661.75
F100114,2024-06-30,36058.88,23798.18,57019.36
F100114,2024-07-31,34790.96,22934.26,68528.06
F100114,2024-08-31,36092.64,20810.71,86036.42
F100114,2024-09-30,31615.33,22361.04,94232.96
F100114,2024-10-31,34559.23,25076.24,99975.75
F100114,2024-11-30,28438.0,24551.6,107570.66
F100114,2024-12-31,30830.99,21782.71,112769.38
F100114,2025-01-31,37634.84,26476.52,121975.68
F100114,2025-02-28,35451.9,26698.83,129304.79
F100114,2025-03-31,30925.14,25335.43,131510.02
F100114,2025-04-30,30893.01,21202.27,143598.22
F100114,2025-05-31,30849.14,25381.8,148948.32
F100114,2025-06-30,30340.14,21746.9,154117.48
F100114,2025-07-31,33094.97,20540.86,163821.37
F100114,2025-08-31,32251.7,20378.76,179903.57
F100115,2024-03-31,29511.38,19486.15,24116.61
F100115,2024-04-30,34739.31,24028.68,33763.13
F100115,2024-05-31,32378.48,20517.06,43572.7
F100115,2024-06-30,36441.14,27838.64,52345.75
F100115,2024-07-31,30151.38,20673.15,62236.83
F100115,2024-08-31,29235.17,20804.04,69425.42
F100115,2024-09-30,32735.8,23759.59,77495.22
F100115,2024-10-31,32418.53,25133.14,84746.83
F100115,2024-11-30,30861.37,22519.53,95587.19
F100115,2024-12-31,34254.32,26257.49,104464.38
F100115,2025-01-31,30587.63,18843.22,117564.4
F100115,2025-02-28,23503.53,18071.28,123984.05
F100115,2025-03-31,32179.49,19534.06,136977.59
F100115,2025-04-30,31988.46,25494.31,139267.65
F100115,2025-05-31,30150.2,16187.41,151642.85
F100115,2025-06-30,22955.45,17049.21,156046.77
F100115,2025-07-31,26143.46,21755.35,161056.8
F100115,2025-08-31,33258.98,24448.05,171861.87
F100116,2024-03-31,69174.56,50519.39,16281.58
F100116,2024-04-30,56590.79,44032.38,28262.04
F100116,2024-05-31,79032.6,53737.14,51284.77
F100116,2024-06-30,81598.53,56108.28,80624.9
F100116,2024-07-31,62447.05,41883.92,103340.25
F100116,2024-08-31,57092.28,37306.07,121506.24
F100116,2024-09-30,62981.15,47523.84,136191.92
F100116,2024-10-31,98005.84,66550.17,170723.0
F100116,2024-11-30,78341.47,46962.22,203970.36
F100116,2024-12-31,77391.79,48204.21,230898.88
F100116,2025-01-31,81055.91,53582.05,258576.93
F100116,2025-02-28,80992.41,46003.99,294207.25
F100116,2025-03-31,77692.46,54925.93,318756.44
F100116,2025-04-30,55302.48,41892.38,332732.1
F100116,2025-05-31,51470.64,31345.32,353881.83
F100116,2025-06-30,67450.28,37978.28,384615.43
F100116,2025-07-31,99852.26,60525.05,421083.23
F100116,2025-08-31,73847.92,41607.7,455063.58
F100117,2024-03-31,55650.92,25676.76,41463.11
F100117,2024-04-30,46805.05,27095.33,57780.99
F100117,2024-05-31,37709.15,22183.38,77117.4
F100117,2024-06-30,58039.83,26270.99,114068.37
F100117,2024-07-31,47568.22,26973.61,136267.15
F100117,2024-08-31,50629.15,28563.43,161153.71
F100117,2024-09-30,56613.69,28606.88,188872.23
F100117,2024-10-31,46897.75,23680.68,213422.38
F100117,2024-11-30,47586.86,23245.52,240666.3
F100117,2024-12-31,47430.02,20889.84,264952.53
F100117,2025-01-31,38419.38,22654.93,281015.7
F100117,2025-02-28,39166.34,22725.64,296063.13
F100117,2025-03-31,43893.93,27377.1,311651.52
F100117,2025-04-30,41168.7,23538.67,330630.22
F100117,2025-05-31,44839.71,27482.77,346587.49
F100117,2025-06-30,31671.71,16892.13,360614.02
F100117,2025-07-31,44398.05,25903.13,378866.71
F100117,2025-08-31,41611.01,16965.8,400675.3
F100118,2024-03-31,58939.53,30543.96,31188.35
F100118,2024-04-30,64399.89,29948.74,65414.38
F100118,2024-05-31,74726.41,36272.21,104227.89
F100118,2024-06-30,59358.77,34886.8,129582.21
F100118,2024-07-31,58948.54,33546.64,155687.31
F100118,2024-08-31,69388.61,33395.86,190735.89
F100118,2024-09-30,74508.71,37077.31,227985.76
F100118,2024-10-31,62489.06,33202.37,255017.49
F100118,2024-11-30,72487.18,31533.84,293892.7
F100118,2024-12-31,58281.83,29105.14,322624.28
F100118,2025-01-31,56637.5,24912.5,352736.2
F100118,2025-02-28,64961.34,28821.93,384896.74
F100118,2025-03-31,56190.87,28032.59,413080.55
F100118,2025-04-30,65158.11,34061.23,443962.87
F100118,2025-05-31,60152.2,31425.09,470893.87
F100118,2025-06-30,64344.64,23755.59,508070.6
F100118,2025-07-31,50931.53,24253.12,535447.92
F100118,2025-08-31,65315.25,25431.85,571121.35
F100119,2024-03-31,20749.32,9210.45,26621.15
F100119,2024-04-30,24207.46,15955.54,34881.38
F100119,2024-05-31,21402.47,13532.91,41632.7
F100119,2024-06-30,17918.89,10691.14,49343.7
F100119,2024-07-31,17135.76,10486.89,55325.06
F100119,2024-08-31,20944.44,11309.39,63792.73
F100119,2024-09-30,22566.68,11894.79,73297.39
F100119,2024-10-31,21140.78,12282.65,81748.91
F100119,2024-11-30,23323.75,11869.47,94377.22
F100119,2024-12-31,18980.79,10284.23,106124.02
F100119,2025-01-31,20365.69,10245.49,115021.02
F100119,2025-02-28,16638.87,8428.93,122915.42
F100119,2025-03-31,18165.55,10469.88,124949.04
F100119,2025-04-30,12152.78,9098.04,124158.25
F100119,2025-05-31,16740.87,9818.66,132758.93
F100119,2025-06-30,19272.84,11585.12,141023.89
F100119,2025-07-31,17697.65,10078.51,147742.37
F100119,2025-08-31,21289.87,12459.78,154635.4
F100120,2024-03-31,42612.15,25800.81,24919.76
F100120,2024-04-30,47376.83,31660.06,39385.37
F100120,2024-05-31,47154.29,33290.75,55217.96
F100120,2024-06-30,48593.73,28680.73,75936.2
F100120,2024-07-31,47888.98,27240.32,96007.66
F100120,2024-08-31,47936.9,27671.98,113593.85
F100120,2024-09-30,47061.5,32171.48,125775.89
F100120,2024-10-31,48773.76,34350.62,139952.46
F100120,2024-11-30,51539.51,31587.44,154880.22
F100120,2024-12-31,44349.05,32304.26,169505.78
F100120,2025-01-31,48090.86,26977.4,192193.99
F100120,2025-02-28,35310.19,27087.19,199759.02
F100120,2025-03-31,42318.86,27130.64,214538.78
F100120,2025-04-30,36956.31,20196.66,232152.86
F100120,2025-05-31,40069.0,28005.31,242615.42
F100120,2025-06-30,36428.31,22176.79,255930.04
F100120,2025-07-31,39058.0,31132.14,263209.42
F100120,2025-08-31,36538.9,28186.66,268644.23
F100121,2024-03-31,26809.52,22054.72,13941.85
F100121,2024-04-30,34170.75,21650.85,24934.56
F100121,2024-05-31,41799.65,25614.2,40743.47
F100121,2024-06-30,43496.71,30674.85,54369.67
F100121,2024-07-31,63631.22,32949.26,81733.95
F100121,2024-08-31,50316.06,30138.28,103496.29
F100121,2024-09-30,34231.35,25163.19,114346.29
F100121,2024-10-31,59671.22,35278.56,139438.32
F100121,2024-11-30,44288.76,23687.41,162701.63
F100121,2024-12-31,33535.63,19466.15,178503.66
F100121,2025-01-31,34016.32,27583.92,183533.46
F100121,2025-02-28,43507.24,28065.02,201761.94
F100121,2025-03-31,46920.55,25270.16,222181.72
F100121,2025-04-30,43242.2,24786.76,242373.04
F100121,2025-05-31,36042.0,21901.02,259576.6
F100121,2025-06-30,35189.58,21153.23,272535.36
F100121,2025-07-31,33901.89,22929.11,285809.3
F100121,2025-08-31,39894.35,30117.29,297816.31
F100122,2024-03-31,30619.14,12050.41,23252.06
F100122,2024-04-30,41455.05,17401.02,51684.46
F100122,2024-05-31,36077.39,15131.08,72218.75
F100122,2024-06-30,25724.02,14200.04,83562.24
F100122,2024-07-31,38417.1,18781.08,102521.58
F100122,2024-08-31,32628.84,15098.47,117920.65
F100122,2024-09-30,25890.23,13825.45,132921.52
F100122,2024-10-31,33562.38,15281.07,150902.52
F100122,2024-11-30,31091.83,15188.07,167447.44
F100122,2024-12-31,40559.04,15296.81,193632.2
F100122,2025-01-31,22160.57,11298.87,204007.62
F100122,2025-02-28,20124.79,12152.13,211894.71
F100122,2025-03-31,23519.26,11984.51,221643.53
F100122,2025-04-30,29412.78,13592.27,235898.24
F100122,2025-05-31,27469.52,13406.5,250173.03
F100122,2025-06-30,23674.26,13378.39,256318.22
F100122,2025-07-31,30309.54,14435.29,275984.38
F100122,2025-08-31,29076.95,16296.85,289034.05
F100123,2024-03-31,27801.69,19163.06,14921.55
F100123,2024-04-30,31437.56,26211.51,23584.38
F100123,2024-05-31,27849.29,24107.97,26908.1
F100123,2024-06-30,35482.11,22510.23,39224.11
F100123,2024-07-31,29283.75,22983.17,44037.18
F100123,2024-08-31,26897.83,20709.06,51317.34
F100123,2024-09-30,28706.94,19006.02,61656.03
F100123,2024-10-31,24717.31,17184.55,67259.35
F100123,2024-11-30,22819.1,17483.69,73130.6
F100123,2024-12-31,22663.31,16788.71,78232.46
F100123,2025-01-31,25087.17,21101.77,81057.38
F100123,2025-02-28,28913.53,21214.94,86891.24
F100123,2025-03-31,23827.34,17335.94,93060.19
F100123,2025-04-30,24936.86,19815.7,99090.28
F100123,2025-05-31,33344.24,24372.84,110723.77
F100123,2025-06-30,32776.03,27387.57,117533.1
F100123,2025-07-31,30629.44,24068.74,125118.89
F100123,2025-08-31,27216.2,18296.3,134450.91
F100124,2024-03-31,39267.42,21990.35,32730.21
F100124,2024-04-30,40340.67,20728.17,48742.77
F100124,2024-05-31,34920.49,19906.75,64924.18
F100124,2024-06-30,33462.85,20884.32,78347.75
F100124,2024-07-31,27723.16,21295.67,83586.52
F100124,2024-08-31,43282.98,20386.64,107041.79
F100124,2024-09-30,45222.9,32061.99,119077.03
F100124,2024-10-31,42332.23,22693.48,138953.31
F100124,2024-11-30,27081.83,17476.39,145346.54
F100124,2024-12-31,46130.98,22792.89,170728.57
F100124,2025-01-31,41974.18,20196.71,194510.45
F100124,2025-02-28,42741.55,24911.63,210156.68
F100124,2025-03-31,30957.0,15108.98,228706.34
F100124,2025-04-30,27468.49,15342.04,239063.55
F100124,2025-05-31,45774.51,27109.57,261994.53
F100124,2025-06-30,22325.23,13047.81,271954.73
F100124,2025-07-31,43315.29,24977.6,291494.65
F100124,2025-08-31,32568.56,16341.08,311250.62
F100125,2024-03-31,39398.74,22481.12,22853.34
F100125,2024-04-30,39079.16,27967.22,33727.76
F100125,2024-05-31,45417.68,28342.52,51701.44
F100125,2024-06-30,46889.09,28637.28,70056.94
F100125,2024-07-31,40546.35,27144.08,81656.02
F100125,2024-08-31,45338.97,21528.57,102108.98
F100125,2024-09-30,48093.49,26210.78,121863.9
F100125,2024-10-31,46505.73,30310.38,138714.62
F100125,2024-11-30,45905.97,27642.11,154534.3
F100125,2024-12-31,44042.16,26921.86,170063.08
F100125,2025-01-31,38247.38,26989.29,178793.25
F100125,2025-02-28,39943.03,23630.54,191962.41
F100125,2025-03-31,39008.06,19848.15,211431.33
F100125,2025-04-30,36713.64,23279.46,221365.64
F100125,2025-05-31,36251.56,24949.98,234725.49
F100125,2025-06-30,37263.54,27078.1,245299.81
F100125,2025-07-31,38199.59,20987.82,262305.77
F100125,2025-08-31,44064.67,30810.55,278865.25
F100126,2024-03-31,44921.51,22668.65,29518.65
F100126,2024-04-30,71690.44,32330.5,71976.95
F100126,2024-05-31,44245.52,29221.63,85967.84
F100126,2024-06-30,54534.9,27805.27,115024.85
F100126,2024-07-31,61706.57,35218.48,142934.96
F100126,2024-08-31,60742.37,32604.08,169518.52
F100126,2024-09-30,63173.34,33374.02,197178.25
F100126,2024-10-31,63873.07,27655.6,234427.85
F100126,2024-11-30,61188.89,29211.68,264907.89
F100126,2024-12-31,67902.57,30922.23,305083.13
F100126,2025-01-31,58184.7,33288.22,329861.76
F100126,2025-02-28,48323.8,26652.62,346812.86
F100126,2025-03-31,47391.83,26520.46,364781.61
F100126,2025-04-30,56937.72,27557.35,391781.53
F100126,2025-05-31,50778.67,27975.5,413299.87
F100126,2025-06-30,48067.84,24786.13,437399.81
F100126,2025-07-31,50926.0,32653.88,453037.5
F100126,2025-08-31,50078.3,24504.23,477377.74
F100127,2024-03-31,38899.82,28571.72,24571.59
F100127,2024-04-30,38415.41,30864.12,30303.24
F100127,2024-05-31,30112.1,26210.46,33685.85
F100127,2024-06-30,32518.7,26033.92,40164.77
F100127,2024-07-31,34346.48,24128.99,50362.64
F100127,2024-08-31,32235.88,25822.72,56880.31
F100127,2024-09-30,35614.54,23721.64,68660.49
F100127,2024-10-31,31759.12,25291.23,73921.11
F100127,2024-11-30,37052.15,24005.17,84999.44
F100127,2024-12-31,35026.46,25384.29,96100.87
F100127,2025-01-31,24418.46,22905.49,101838.23
F100127,2025-02-28,34719.81,21061.82,114274.71
F100127,2025-03-31,33828.14,21757.95,126599.22
F100127,2025-04-30,26397.95,17071.45,136551.49
F100127,2025-05-31,26918.56,16583.94,144584.13
F100127,2025-06-30,30622.8,28746.87,149957.17
F100127,2025-07-31,22134.99,21499.15,149010.52
F100127,2025-08-31,37999.36,22093.8,163999.47
F100128,2024-03-31,36649.29,17639.3,34039.96
F100128,2024-04-30,37526.21,19720.81,55410.89
F100128,2024-05-31,45231.33,25260.73,74991.23
F100128,2024-06-30,47438.01,20968.62,98251.53
F100128,2024-07-31,44447.58,18767.93,121771.6
F100128,2024-08-31,42594.24,20439.99,142731.26
F100128,2024-09-30,42509.84,19580.22,167278.66
F100128,2024-10-31,44514.08,19909.57,190731.39
F100128,2024-11-30,39991.77,16093.68,214374.57
F100128,2024-12-31,41965.91,17330.84,238198.47
