firm_id,month,sales,purchases,tax_paid
F100067,2024-07,69387.18,38073.33,5949.63
F100067,2024-08,70252.19,39328.57,5875.49
F100067,2024-09,75180.75,45148.31,5706.16
F100067,2024-10,65296.92,34606.78,5831.13
F100067,2024-11,69400.31,42766.35,5060.45
F100067,2024-12,59945.37,38657.59,4044.68
F100067,2025-01,62522.61,36741.15,4898.48
F100067,2025-02,64417.89,40678.77,4510.43
F100067,2025-03,54896.89,29665.41,4793.98
F100067,2025-04,58889.73,35435.99,4456.21
F100067,2025-05,56042.95,30798.46,4796.45
F100067,2025-06,60345.1,33616.51,5078.43
F100067,2025-07,60319.99,34382.76,4928.07
F100067,2025-08,62912.11,33434.45,5600.76
F100068,2024-03,41515.63,31510.2,1901.03
F100068,2024-04,45010.7,29619.33,2924.36
F100068,2024-05,49224.02,33803.55,2929.89
F100068,2024-06,42755.97,30884.72,2255.54
F100068,2024-07,38641.48,27540.05,2109.27
F100068,2024-08,41369.12,29543.89,2246.79
F100068,2024-09,44070.97,27907.92,3070.98
F100068,2024-10,48932.23,36109.02,2436.41
F100068,2024-11,40898.71,27947.15,2460.8
F100068,2024-12,39712.81,28597.21,2111.96
F100068,2025-01,34109.61,22392.32,2226.28
F100068,2025-02,40630.2,28386.51,2326.3
F100068,2025-03,38532.19,28983.15,1814.32
F100068,2025-04,39599.01,28761.45,2059.14
F100068,2025-05,39096.95,26576.39,2378.91
F100068,2025-06,36181.38,27557.39,1638.56
F100068,2025-07,38596.44,25390.87,2509.06
F100068,2025-08,36617.57,26582.48,1906.67
F100069,2024-03,16245.94,11071.62,983.12
F100069,2024-04,16857.29,11451.73,1027.06
F100069,2024-05,20750.05,13138.87,1446.12
F100069,2024-06,21179.27,14999.37,1174.18
F100069,2024-07,17554.75,11491.8,1151.96
F100069,2024-08,17916.22,11652.61,1190.09
F100069,2024-09,21666.25,15046.8,1257.7
F100069,2024-10,16778.93,12109.65,887.16
F100069,2024-11,17730.43,12798.38,937.09
F100069,2024-12,22473.75,15106.43,1399.79
F100069,2025-01,18972.35,11342.83,1449.61
F100069,2025-02,17558.1,12419.52,976.33
F100069,2025-03,14144.48,8751.38,1024.69
F100069,2025-04,17101.8,11211.69,1119.12
F100069,2025-05,15989.52,9744.25,1186.6
F100069,2025-06,16867.19,11704.25,980.96
F100069,2025-07,15390.63,9966.48,1030.59
F100069,2025-08,14128.65,8888.8,995.57
F100070,2024-03,49188.6,27728.42,4077.43
F100070,2024-04,62649.91,36333.78,5000.06
F100070,2024-05,83938.9,45161.75,7367.66
F100070,2024-06,69248.3,40218.1,5515.74
F100070,2024-07,73927.7,45406.71,5418.99
F100070,2024-08,63610.77,40786.74,4336.57
F100070,2024-09,57210.58,35715.69,4084.03
F100070,2024-10,65386.62,35284.41,5719.42
F100070,2024-11,57873.16,32691.7,4784.48
F100070,2024-12,73156.7,45625.46,5230.94
F100070,2025-01,72050.61,39570.42,6171.24
F100070,2025-02,50515.15,30137.36,3871.78
F100070,2025-03,54310.17,30448.88,4533.64
F100070,2025-04,33136.95,18209.26,2836.26
F100070,2025-05,34461.41,18514.2,3029.97
F100070,2025-06,63104.45,38329.32,4707.27
F100070,2025-07,46263.53,28555.48,3364.53
F100070,2025-08,71291.04,41385.93,5681.97
F100071,2024-03,38702.61,18918.32,3759.01
F100071,2024-04,35974.7,17576.68,3495.62
F100071,2024-05,38632.79,16485.05,4208.07
F100071,2024-06,34541.01,14570.34,3794.43
F100071,2024-07,41590.22,17700.67,4539.01
F100071,2024-08,37209.89,17929.1,3663.35
F100071,2024-09,34866.72,16369.83,3514.41
F100071,2024-10,42747.66,19919.12,4337.42
F100071,2024-11,35400.97,15988.9,3688.29
F100071,2024-12,33903.74,13781.49,3823.23
F100071,2025-01,27482.34,13207.19,2712.28
F100071,2025-02,22924.6,11032.65,2259.47
F100071,2025-03,35034.39,14627.36,3877.34
F100071,2025-04,37363.68,17711.31,3733.95
F100071,2025-05,32808.11,14827.31,3416.35
F100071,2025-06,25283.72,11773.17,2567.0
F100071,2025-07,33668.9,14298.87,3680.31
F100071,2025-08,35732.15,16289.6,3694.09
F100072,2024-03,51663.72,37521.07,2687.1
F100072,2024-04,65531.01,47308.61,3462.26
F100072,2024-05,55718.02,41266.55,2745.78
F100072,2024-06,71337.54,53001.01,3483.94
F100072,2024-07,64458.45,44227.74,3843.83
F100072,2024-08,58913.68,39956.72,3601.82
F100072,2024-09,64571.45,49253.77,2910.36
F100072,2024-10,59763.62,47089.7,2408.04
F100072,2024-11,54637.77,41093.91,2573.33
F100072,2024-12,71196.03,50544.7,3923.75
F100072,2025-01,53994.43,37736.18,3089.07
F100072,2025-02,59559.15,39239.05,3860.82
F100072,2025-03,40506.51,30261.68,1946.52
F100072,2025-04,54651.99,35362.43,3665.02
F100072,2025-05,44071.87,33699.79,1970.69
F100072,2025-06,55633.73,38668.48,3223.4
F100072,2025-07,59277.81,40883.82,3494.86
F100072,2025-08,42939.31,32089.96,2061.38
F100073,2024-03,28388.65,21154.36,1374.51
F100073,2024-04,47722.74,36455.42,2140.79
F100073,2024-05,42198.06,30035.87,2310.82
F100073,2024-06,39672.4,32020.78,1453.81
F100073,2024-07,34280.15,26779.42,1425.14
F100073,2024-08,42124.7,32098.84,1904.91
F100073,2024-09,31947.46,24516.9,1411.81
F100073,2024-10,42120.7,34225.23,1500.14
F100073,2024-11,33160.93,24234.3,1696.06
F100073,2024-12,36815.02,28675.99,1546.42
F100073,2025-01,34438.97,23414.57,2094.64
F100073,2025-02,33308.64,23391.09,1884.34
F100073,2025-03,37493.81,29562.22,1507.0
F100073,2025-04,30954.25,24028.13,1315.96
F100073,2025-05,34296.99,27843.17,1226.23
F100073,2025-06,37191.78,25796.06,2165.19
F100073,2025-07,36481.39,27862.12,1637.66
F100073,2025-08,39483.3,27250.45,2324.24
F100074,2024-03,27294.37,18889.85,1596.86
F100074,2024-04,29451.09,20382.63,1723.01
F100074,2024-05,27913.07,17839.88,1913.91
F100074,2024-06,25817.04,15421.18,1975.21
F100074,2024-07,28918.69,17263.13,2214.56
F100074,2024-08,26487.94,18277.56,1559.97
F100074,2024-09,27186.73,15957.12,2133.63
F100074,2024-10,26404.57,17107.93,1766.36
F100074,2024-11,27192.28,18170.93,1714.06
F100074,2024-12,29421.95,18427.82,2088.89
F100074,2025-01,26666.93,18055.76,1636.12
F100074,2025-02,24470.74,14557.13,1883.58
F100074,2025-03,24223.71,14531.96,1841.43
F100074,2025-04,20421.79,12444.31,1515.72
F100074,2025-05,24073.96,16040.42,1526.37
F100074,2025-06,22781.76,13366.7,1788.86
F100074,2025-07,18377.25,11196.92,1364.26
F100074,2025-08,21132.78,12278.7,1682.27
F100075,2024-03,43333.58,29096.22,2705.1
F100075,2024-04,39553.75,24806.16,2802.04
F100075,2024-05,36868.96,24766.83,2299.4
F100075,2024-06,46092.29,30929.52,2880.93
F100075,2024-07,48286.7,32658.39,2969.38
F100075,2024-08,39837.44,24997.56,2819.58
F100075,2024-09,41287.79,28147.81,2496.6
F100075,2024-10,35039.88,22167.87,2445.68
F100075,2024-11,33522.73,20829.63,2411.69
F100075,2024-12,40643.83,28491.56,2308.93
F100075,2025-01,41544.22,27840.72,2603.67
F100075,2025-02,36609.09,25584.84,2094.61
F100075,2025-03,29121.88,18047.13,2104.2
F100075,2025-04,37745.98,23013.41,2799.19
F100075,2025-05,32446.1,19634.05,2434.29
F100075,2025-06,37975.07,26881.48,2107.78
F100075,2025-07,28879.17,17518.97,2158.44
F100075,2025-08,32737.19,19547.76,2505.99
F100076,2024-03,20539.74,12664.44,1496.31
F100076,2024-04,24421.17,16200.1,1562.0
F100076,2024-05,27048.74,15910.04,2116.35
F100076,2024-06,30890.46,21469.33,1790.01
F100076,2024-07,27253.92,18795.63,1607.08
F100076,2024-08,30502.54,17848.24,2404.32
F100076,2024-09,27109.73,17218.61,1879.31
F100076,2024-10,28929.53,20417.3,1617.32
F100076,2024-11,23872.44,16354.19,1428.47
F100076,2024-12,25357.87,17589.18,1476.05
F100076,2025-01,21913.05,13565.34,1586.06
F100076,2025-02,24960.56,16802.07,1550.11
F100076,2025-03,21937.06,13378.57,1626.11
F100076,2025-04,21158.42,13568.49,1442.09
F100076,2025-05,22191.44,13297.52,1689.85
F100076,2025-06,20639.38,12752.82,1498.45
F100076,2025-07,24976.83,14675.85,1957.19
F100076,2025-08,23703.42,15713.15,1518.15
F100077,2024-03,62637.33,38052.39,4671.14
F100077,2024-04,48051.89,29844.22,3459.46
F100077,2024-05,51544.73,30485.32,4001.29
F100077,2024-06,56008.76,33422.12,4291.46
F100077,2024-07,55398.1,35914.12,3701.96
F100077,2024-08,56243.07,35703.52,3902.51
F100077,2024-09,63740.01,40417.22,4431.33
F100077,2024-10,77438.0,46094.77,5955.21
F100077,2024-11,58235.97,35555.54,4309.28
F100077,2024-12,42885.0,26841.71,3048.22
F100077,2025-01,44002.91,26067.8,3407.67
F100077,2025-02,39041.71,23599.66,2933.99
F100077,2025-03,44051.05,28015.09,3046.83
F100077,2025-04,63537.21,37450.99,4956.38
F100077,2025-05,50955.75,30062.45,3969.73
F100077,2025-06,59292.95,36029.24,4420.1
F100077,2025-07,42423.7,28402.38,2664.05
F100077,2025-08,46778.84,27634.39,3637.44
F100078,2024-03,10792.51,6131.12,885.66
F100078,2024-04,12968.16,7190.8,1097.7
F100078,2024-05,10924.42,6062.02,923.86
F100078,2024-06,12933.33,7186.36,1091.93
F100078,2024-07,12808.17,7301.43,1046.28
F100078,2024-08,15496.64,8887.59,1255.72
F100078,2024-09,14821.43,8413.15,1217.57
F100078,2024-10,14801.56,7799.57,1330.38
F100078,2024-11,11859.72,5810.0,1149.45
F100078,2024-12,12085.76,6937.53,978.16
F100078,2025-01,10900.53,5438.79,1037.73
F100078,2025-02,10216.48,5408.79,913.46
F100078,2025-03,11042.65,6120.78,935.16
F100078,2025-04,8699.52,4889.43,723.92
F100078,2025-05,10721.45,5784.59,938.0
F100078,2025-06,11906.23,6806.38,968.97
F100078,2025-07,10487.48,5866.85,877.92
F100078,2025-08,11448.04,5523.77,1125.61
F100079,2024-03,22811.83,15165.38,1452.83
F100079,2024-04,25217.96,17520.76,1462.47
F100079,2024-05,23325.04,16497.88,1297.16
F100079,2024-06,32614.65,20826.94,2239.66
F100079,2024-07,22295.65,13714.78,1630.37
F100079,2024-08,26839.26,16887.97,1890.74
F100079,2024-09,34744.04,22493.33,2327.64
F100079,2024-10,20592.19,12782.15,1483.91
F100079,2024-11,22973.54,14443.63,1620.68
F100079,2024-12,26474.22,18972.05,1425.41
F100079,2025-01,24338.22,17008.84,1392.58
F100079,2025-02,24269.99,15894.37,1591.37
F100079,2025-03,18963.09,12285.96,1268.65
F100079,2025-04,21226.75,14457.49,1286.16
F100079,2025-05,19588.62,13351.92,1184.97
F100079,2025-06,27274.69,17136.75,1926.21
F100079,2025-07,17067.34,11843.1,992.61
F100079,2025-08,26812.97,17515.79,1766.47
F100080,2024-03,17414.93,12883.43,860.98
F100080,2024-04,17632.2,11566.9,1152.41
F100080,2024-05,21070.88,15735.73,1013.68
F100080,2024-06,19648.43,14104.07,1053.43
F100080,2024-07,22419.81,16018.42,1216.26
F100080,2024-08,24438.55,15867.29,1628.54
F100080,2024-09,19620.1,12307.27,1389.44
F100080,2024-10,18809.58,12195.55,1256.67
F100080,2024-11,20434.59,14973.01,1037.7
F100080,2024-12,16606.46,12646.72,752.35
F100080,2025-01,16751.43,12144.91,875.24
F100080,2025-02,17688.19,13062.67,878.85
F100080,2025-03,13344.64,9125.35,801.66
F100080,2025-04,17071.86,11091.18,1136.33
F100080,2025-05,17309.26,13050.23,809.22
F100080,2025-06,13766.24,10175.41,682.26
F100080,2025-07,18418.75,13556.6,923.81
F100080,2025-08,18136.19,12806.85,1012.58
F100081,2024-03,28645.61,16203.05,2364.09
F100081,2024-04,28289.43,15261.85,2475.24
F100081,2024-05,29468.55,19191.66,1952.61
F100081,2024-06,34261.89,22196.49,2292.43
F100081,2024-07,32422.99,19631.97,2430.29
F100081,2024-08,28390.04,16528.67,2253.66
F100081,2024-09,27224.94,14821.85,2356.59
F100081,2024-10,38485.34,25011.13,2560.1
F100081,2024-11,27246.81,16707.16,2002.53
F100081,2024-12,30532.43,19126.8,2167.07
F100081,2025-01,24209.04,13199.8,2091.76
F100081,2025-02,21008.25,13198.15,1483.92
F100081,2025-03,31533.46,20300.02,2134.35
F100081,2025-04,24151.54,14244.45,1882.35
F100081,2025-05,25975.43,14764.29,2130.12
F100081,2025-06,32073.35,18681.31,2544.49
F100081,2025-07,32488.77,18445.8,2668.17
F100081,2025-08,22424.02,13231.01,1746.67
F100082,2024-03,51701.81,24755.4,5119.82
F100082,2024-04,58715.37,28870.23,5670.58
F100082,2024-05,49395.89,24605.5,4710.17
F100082,2024-06,59041.5,33525.58,4848.03
F100082,2024-07,69484.2,33674.68,6803.81
F100082,2024-08,37106.57,17614.28,3703.54
F100082,2024-09,69085.27,37420.68,6016.27
F100082,2024-10,57984.3,32938.45,4758.71
F100082,2024-11,54750.61,28612.58,4966.23
F100082,2024-12,47038.9,22895.99,4587.15
F100082,2025-01,34327.44,16978.93,3296.22
F100082,2025-02,46928.89,22557.8,4630.51
F100082,2025-03,55488.85,29763.61,4887.8
F100082,2025-04,38108.21,21629.79,3130.9
F100082,2025-05,61936.62,31443.52,5793.69
F100082,2025-06,55757.72,31708.9,4569.28
F100082,2025-07,58880.94,28880.65,5700.06
F100082,2025-08,56309.24,27115.06,5546.89
F100083,2024-03,38052.28,26036.6,2282.98
F100083,2024-04,39167.47,27128.44,2287.42
F100083,2024-05,39325.97,26583.99,2420.98
F100083,2024-06,46695.98,34156.96,2382.41
F100083,2024-07,38456.32,29334.44,1733.16
F100083,2024-08,49680.7,37717.52,2273.01
F100083,2024-09,38769.5,25643.2,2494.0
F100083,2024-10,46258.48,33548.06,2414.98
F100083,2024-11,52594.09,38183.8,2737.96
F100083,2024-12,46478.51,32810.86,2596.85
F100083,2025-01,48773.3,36422.2,2346.71
F100083,2025-02,51340.57,35853.31,2942.58
F100083,2025-03,31951.79,24752.86,1367.8
F100083,2025-04,49561.68,38775.49,2049.38
F100083,2025-05,52237.46,39673.3,2387.19
F100083,2025-06,41150.5,27297.61,2632.05
F100083,2025-07,35497.91,26626.26,1685.61
F100083,2025-08,39375.42,27705.38,2217.31
F100084,2024-03,35259.34,27725.93,1431.35
F100084,2024-04,33648.01,23316.76,1962.94
F100084,2024-05,37763.86,28027.94,1849.82
F100084,2024-06,35990.36,28479.75,1427.02
F100084,2024-07,36156.93,26291.26,1874.48
F100084,2024-08,41273.28,27036.54,2704.98
F100084,2024-09,42961.28,28405.33,2765.63
F100084,2024-10,38711.36,29524.93,1745.42
F100084,2024-11,36589.39,26433.06,1929.7
F100084,2024-12,37633.27,26337.39,2146.22
F100084,2025-01,32529.92,24232.61,1576.49
F100084,2025-02,24994.82,16988.13,1521.27
F100084,2025-03,32209.18,21701.23,1996.51
F100084,2025-04,37182.34,28928.68,1568.2
F100084,2025-05,34595.67,25974.41,1638.04
F100084,2025-06,27748.45,18162.65,1821.3
F100084,2025-07,34003.36,23147.42,2062.63
F100084,2025-08,33794.98,26147.44,1453.03
F100085,2024-03,30661.48,24081.75,1250.15
F100085,2024-04,37893.45,29324.62,1628.08
F100085,2024-05,36974.94,28056.59,1694.49
F100085,2024-06,32061.69,23944.05,1542.35
F100085,2024-07,32147.72,23457.53,1651.13
F100085,2024-08,36332.21,27354.25,1705.81
F100085,2024-09,32080.08,21876.79,1938.62
F100085,2024-10,40817.46,30775.24,1908.02
F100085,2024-11,31678.39,23779.67,1500.76
F100085,2024-12,29533.77,20734.7,1671.82
F100085,2025-01,29429.35,20937.43,1613.46
F100085,2025-02,27592.46,18422.88,1742.22
F100085,2025-03,26660.75,20293.57,1209.77
F100085,2025-04,18545.34,12322.09,1182.42
F100085,2025-05,31520.29,24174.4,1395.72
F100085,2025-06,27037.17,20294.12,1281.18
F100085,2025-07,35105.99,24328.22,2047.78
F100085,2025-08,35682.64,24466.4,2131.09
F100086,2024-03,51495.41,26170.0,4811.83
F100086,2024-04,56502.05,27291.67,5549.97
F100086,2024-05,77739.74,38821.79,7394.41
F100086,2024-06,67233.85,35029.2,6118.88
F100086,2024-07,68165.22,33123.75,6657.88
F100086,2024-08,86331.47,45223.39,7810.54
F100086,2024-09,74405.79,39904.57,6555.23
F100086,2024-10,65230.15,36251.56,5505.93
F100086,2024-11,66587.69,37812.98,5467.2
F100086,2024-12,59654.74,28568.43,5906.4
F100086,2025-01,49587.66,24615.99,4744.62
F100086,2025-02,56121.17,30937.54,4784.89
F100086,2025-03,51772.42,29460.04,4239.35
F100086,2025-04,44885.11,25398.85,3702.39
F100086,2025-05,46513.56,24271.25,4226.04
F100086,2025-06,84061.16,44690.83,7480.36
F100086,2025-07,64133.88,31972.38,6110.68
F100086,2025-08,48476.28,25348.58,4394.26
F100087,2024-03,36449.12,20173.88,3092.3
F100087,2024-04,36142.46,20454.05,2980.8
F100087,2024-05,40435.4,24432.85,3040.48
F100087,2024-06,38523.37,24767.96,2613.53
F100087,2024-07,41244.3,24754.1,3133.14
F100087,2024-08,40887.66,24234.18,3164.16
F100087,2024-09,35133.3,19312.69,3005.92
F100087,2024-10,31468.76,18260.48,2509.57
F100087,2024-11,31036.22,16988.72,2669.02
F100087,2024-12,34870.91,19186.52,2980.03
F100087,2025-01,28559.91,16858.07,2223.35
F100087,2025-02,37655.74,22415.7,2895.61
F100087,2025-03,32934.25,20613.65,2340.91
F100087,2025-04,31425.24,17097.32,2722.3
F100087,2025-05,30945.66,16667.74,2712.8
F100087,2025-06,36922.34,23250.07,2597.73
F100087,2025-07,30088.79,18619.3,2179.2
F100087,2025-08,32970.6,17666.96,2907.69
F100088,2024-03,21644.57,12174.87,1799.24
F100088,2024-04,38304.27,25348.46,2461.6
F100088,2024-05,43075.39,25293.05,3378.64
F100088,2024-06,38037.81,24788.55,2517.36
F100088,2024-07,48791.25,27404.95,4063.4
F100088,2024-08,56905.82,36960.8,3789.55
F100088,2024-09,53861.39,34328.44,3711.26
F100088,2024-10,35192.41,20420.34,2806.69
F100088,2024-11,39647.09,22699.21,3220.1
F100088,2024-12,25942.67,16007.88,1887.61
F100088,2025-01,31260.99,19594.49,2216.64
F100088,2025-02,35580.32,23378.64,2318.32
F100088,2025-03,37844.67,21448.27,3115.32
F100088,2025-04,39843.87,23104.39,3180.5
F100088,2025-05,23140.63,12810.28,1962.77
F100088,2025-06,35465.06,22916.52,2384.22
F100088,2025-07,39937.74,25592.91,2725.52
F100088,2025-08,40767.62,26524.98,2706.1
F100089,2024-03,54372.07,36911.56,3317.5
F100089,2024-04,46090.98,31598.16,2753.63
F100089,2024-05,82390.99,55284.18,5150.29
F100089,2024-06,64133.34,39318.9,4714.74
F100089,2024-07,71323.17,47859.26,4458.14
F100089,2024-08,67471.62,47167.25,3857.83
F100089,2024-09,66794.59,44487.32,4238.38
F100089,2024-10,58947.97,41671.39,3282.55
F100089,2024-11,38205.56,23704.03,2755.29
F100089,2024-12,65426.84,42381.89,4378.54
F100089,2025-01,64021.14,38709.88,4809.14
F100089,2025-02,35243.24,21777.9,2558.41
F100089,2025-03,42969.02,25496.29,3319.82
F100089,2025-04,56241.37,39697.84,3143.27
F100089,2025-05,49226.21,30736.18,3513.11
F100089,2025-06,60674.4,42545.08,3444.57
F100089,2025-07,47104.47,32091.53,2852.46
F100089,2025-08,52964.37,34799.47,3451.33
F100090,2024-03,26781.39,18222.38,1626.21
F100090,2024-04,31020.62,22117.78,1691.54
F100090,2024-05,31687.33,19963.27,2227.57
F100090,2024-06,34950.36,25667.69,1763.71
F100090,2024-07,35179.04,24552.31,2019.08
F100090,2024-08,32470.69,22437.75,1906.26
F100090,2024-09,35724.03,21513.83,2699.94
F100090,2024-10,34163.06,22213.61,2270.39
F100090,2024-11,30325.41,21663.27,1645.81
F100090,2024-12,35900.79,24743.77,2119.83
F100090,2025-01,31740.04,20393.91,2155.76
F100090,2025-02,31903.12,22657.11,1756.74
F100090,2025-03,29471.76,18193.67,2142.84
F100090,2025-04,31148.21,21449.57,1842.74
F100090,2025-05,26203.26,18713.39,1423.08
F100090,2025-06,28205.54,20673.95,1431.0
F100090,2025-07,33156.58,20152.44,2470.79
F100090,2025-08,28882.52,18072.09,2053.98
F100091,2024-03,17466.84,11915.71,1054.71
F100091,2024-04,20003.92,13271.07,1279.24
F100091,2024-05,23472.2,15004.4,1608.88
F100091,2024-06,21108.81,15964.65,977.39
F100091,2024-07,21446.61,14777.07,1267.21
F100091,2024-08,21830.14,15393.31,1223.0
F100091,2024-09,20532.11,14241.01,1195.31
F100091,2024-10,20520.55,12796.71,1467.53
F100091,2024-11,20275.55,14128.35,1167.97
F100091,2024-12,18480.15,13137.89,1015.03
F100091,2025-01,19418.87,13788.12,1069.84
F100091,2025-02,18492.55,12781.78,1085.05
F100091,2025-03,16782.81,11414.01,1020.07
F100091,2025-04,15277.18,10816.29,847.57
F100091,2025-05,18218.33,12534.38,1079.95
F100091,2025-06,17336.1,12353.21,946.75
F100091,2025-07,18056.29,12069.33,1137.52
F100091,2025-08,17027.8,11723.69,1007.78
F100092,2024-03,35916.36,22527.07,2543.97
F100092,2024-04,42048.84,28117.5,2646.95
F100092,2024-05,51522.3,33884.82,3351.12
F100092,2024-06,42921.39,25454.39,3318.73
F100092,2024-07,49654.26,29271.12,3872.8
F100092,2024-08,48328.48,33148.52,2884.19
F100092,2024-09,46676.28,28263.98,3498.34
F100092,2024-10,37787.22,24095.68,2601.39
F100092,2024-11,41220.22,27228.57,2658.41
F100092,2024-12,38381.7,25538.99,2440.12
F100092,2025-01,38084.04,26037.71,2288.8
F100092,2025-02,42226.11,24525.35,3363.14
F100092,2025-03,37793.52,22433.88,2918.33
F100092,2025-04,41074.55,25413.42,2975.61
F100092,2025-05,30372.24,20140.32,1944.06
F100092,2025-06,41792.77,28272.6,2568.83
F100092,2025-07,38772.69,25007.86,2615.32
F100092,2025-08,35322.66,23067.05,2328.57
F100093,2024-03,34113.35,21047.82,2482.45
F100093,2024-04,37164.64,27176.12,1897.82
F100093,2024-05,37856.13,23860.08,2659.25
F100093,2024-06,39080.82,25627.27,2556.18
F100093,2024-07,44176.02,26920.94,3278.47
F100093,2024-08,40173.97,24724.39,2935.42
F100093,2024-09,40177.9,28069.14,2300.66
F100093,2024-10,37453.88,23885.34,2578.02
F100093,2024-11,40436.02,29255.23,2124.35
F100093,2024-12,34029.82,22484.09,2193.69
F100093,2025-01,32886.64,21652.39,2134.51
F100093,2025-02,29387.1,18322.04,2102.36
F100093,2025-03,31571.84,22490.14,1725.52
F100093,2025-04,30045.8,19596.54,1985.36
F100093,2025-05,28602.48,17400.82,2128.32
F100093,2025-06,26231.16,18863.36,1399.88
F100093,2025-07,31505.25,22596.28,1692.7
F100093,2025-08,39489.83,28431.8,2101.03
F100094,2024-03,61559.51,27965.34,6382.89
F100094,2024-04,61017.69,29352.1,6016.46
F100094,2024-05,62224.57,28579.76,6392.51
F100094,2024-06,73538.93,36401.05,7056.2
F100094,2024-07,52284.91,23301.84,5506.78
F100094,2024-08,63244.75,26494.39,6982.57
F100094,2024-09,53938.98,26629.7,5188.76
F100094,2024-10,75441.77,35810.52,7529.94
F100094,2024-11,64131.06,31988.16,6107.15
F100094,2024-12,53399.12,23714.61,5640.06
F100094,2025-01,63824.95,31984.06,6049.77
F100094,2025-02,54449.0,23973.45,5790.35
F100094,2025-03,53255.86,22616.79,5821.42
F100094,2025-04,76129.13,33304.85,8136.61
F100094,2025-05,51761.89,21808.25,5691.19
F100094,2025-06,48765.31,21885.49,5107.17
F100094,2025-07,43332.18,18207.7,4773.65
F100094,2025-08,61010.36,29149.73,6053.52
F100095,2024-03,38949.38,20006.44,3599.16
F100095,2024-04,39160.86,16923.69,4225.06
F100095,2024-05,42890.16,21437.46,4076.01
F100095,2024-06,41691.83,20938.55,3943.12
F100095,2024-07,39288.94,17233.23,4190.59
F100095,2024-08,41753.55,18492.5,4419.6
F100095,2024-09,42440.9,20107.06,4243.43
F100095,2024-10,43455.33,18930.45,4659.73
F100095,2024-11,39543.0,19460.65,3815.65
F100095,2024-12,40485.28,18234.22,4227.7
F100095,2025-01,36929.83,17602.43,3672.21
F100095,2025-02,36042.18,16423.35,3727.58
F100095,2025-03,37505.52,18146.15,3678.28
F100095,2025-04,36244.77,15883.19,3868.7
F100095,2025-05,32663.05,15037.83,3348.79
F100095,2025-06,35864.82,17033.6,3577.93
F100095,2025-07,36570.37,18647.25,3405.39
F100095,2025-08,41513.16,18913.23,4293.99
F100096,2024-03,24078.83,15829.86,1567.3
F100096,2024-04,36014.27,22541.43,2559.84
F100096,2024-05,30313.96,19530.27,2048.9
F100096,2024-06,33175.74,18188.49,2847.58
F100096,2024-07,33393.58,21890.42,2185.6
F100096,2024-08,31616.22,20167.6,2175.24
F100096,2024-09,27197.41,16389.54,2053.5
F100096,2024-10,30730.63,16664.04,2672.65
F100096,2024-11,29493.48,17008.97,2372.06
F100096,2024-12,20628.86,11624.99,1710.73
F100096,2025-01,25716.45,14012.44,2223.76
F100096,2025-02,25350.97,14091.48,2139.3
F100096,2025-03,24240.74,14616.94,1828.52
F100096,2025-04,19698.85,11275.62,1600.41
F100096,2025-05,26547.06,17307.07,1755.6
F100096,2025-06,31054.03,19088.68,2273.42
F100096,2025-07,21728.78,12096.25,1830.18
F100096,2025-08,22583.34,13988.58,1633.01
F100097,2024-03,41633.96,29351.91,2333.59
F100097,2024-04,31744.14,22820.13,1695.56
F100097,2024-05,50267.3,34080.54,3075.48
F100097,2024-06,41609.83,28743.46,2444.61
F100097,2024-07,51018.89,33941.82,3244.64
F100097,2024-08,28081.14,21883.39,1177.57
F100097,2024-09,47423.24,37243.67,1934.12
F100097,2024-10,41520.57,30789.96,2038.82
F100097,2024-11,62775.55,49298.54,2560.63
F100097,2024-12,51263.35,38031.17,2514.11
F100097,2025-01,55898.5,40827.03,2863.58
F100097,2025-02,39218.35,25632.53,2581.31
F100097,2025-03,29860.62,22837.57,1334.38
F100097,2025-04,43953.06,30706.08,2516.93
F100097,2025-05,35404.45,26927.95,1610.54
F100097,2025-06,41864.45,27618.7,2706.69
F100097,2025-07,57881.39,42691.89,2886.0
F100097,2025-08,46061.47,36261.76,1861.94
F100098,2024-03,41792.74,28086.95,2604.1
F100098,2024-04,46182.15,28304.05,3396.84
F100098,2024-05,46527.53,28865.14,3355.85
F100098,2024-06,36620.21,23739.42,2447.35
F100098,2024-07,41044.04,28038.93,2470.97
F100098,2024-08,47052.23,30288.15,3185.17
F100098,2024-09,37538.72,24491.55,2478.96
F100098,2024-10,52075.61,33765.16,3478.98
F100098,2024-11,38876.86,25607.34,2521.21
F100098,2024-12,38699.06,23487.11,2890.27
F100098,2025-01,35595.62,24914.65,2029.39
F100098,2025-02,47522.17,29340.21,3454.57
F100098,2025-03,36405.62,24307.58,2298.63
F100098,2025-04,40375.96,26302.02,2674.05
F100098,2025-05,42272.68,28155.88,2682.19
F100098,2025-06,38647.43,23873.31,2807.08
F100098,2025-07,28634.2,19292.87,1774.85
F100098,2025-08,36307.26,22440.26,2634.73
F100099,2024-03,39617.32,19052.18,3907.38
F100099,2024-04,40766.57,18949.96,4145.16
F100099,2024-05,40918.86,17856.22,4381.9
F100099,2024-06,41867.78,20070.92,4141.4
F100099,2024-07,45838.31,19835.36,4940.56
F100099,2024-08,42608.84,19013.86,4483.05
F100099,2024-09,42898.47,20557.44,4244.8
F100099,2024-10,45293.42,20726.7,4667.68
F100099,2024-11,49268.71,22359.15,5112.82
F100099,2024-12,40854.09,20610.61,3846.26
F100099,2025-01,43442.82,19172.91,4611.28
